vysoudit	vy-soud-i-t
břežský	břež-sk-ý
bionafty	bio-naft-y
dřevohliněný	dřev-o-hlin-ěn-ý
argumenty	argument-y
vysprintovat	vy-sprint-ova-t
zahnědnout	za-hněd-nou-t
zmínit	z-mín-i-t
drmolit	drmol-i-t
přesto	přes-t-o
trojnásobek	tr-oj-násob-ek
pokrok	po-krok
nějaká	ně-jak-á
vymrsknout	vy-mrsk-nou-t
uvede	u-ved-e
ocejchovávací	o-cejch-ová-v-a-c-í
pochroumat	po-chroum-a-t
opentlit	o-pentl-i-t
estonsko	eston-sk-o
peklo	pekl-o
nastřihat	na-střih-a-t
dvoumístný	dv-ou-míst-n-ý
obrovské	obr-ovsk-é
žas	žas
jakýmkoliv	jak-ým-koliv
překonal	pře-kon-a-l
doťukat	do-ťuk-a-t
zadrat	zadr-a-t
dětským	dět-sk-ým
vyzvrátit	vy-z-vrát-i-t
infekce	in-fekc-e
opískovat	o-písk-ova-t
začínal	za-čín-a-l
odmocňovat	od-moc-ň-ova-t
trvalému	trv-a-l-ému
dodatečně	do-d-a-t-eč-n-ě
mrtvola	mr-tv-ol-a
dolepit	do-lep-i-t
došlápnout	do-šláp-nou-t
rozhořet	roz-hoř-e-t
vyhlídek	vy-hlíd-ek
uznaných	u-zn-a-n-ých
flak	flak
nejrychlejším	nej-rychl-ejš-ím
slzovod	slz-o-vod
nejrychleji	nej-rychl-ej-i
další	dal-š-í
škeble	škebl-e
poctivé	po-ct-i-v-é
brka	brk-a
rozdvojovat	roz-dv-oj-ova-t
problematičnost	problem-at-ič-n-ost
napresovat	na-pres-ova-t
ochlazovat	o-chlaz-ova-t
veslař	vesl-ař
nakrouhat	na-krouh-a-t
zvládnout	z-vlád-nou-t
lemtat	lemt-a-t
dostrojovat	do-stroj-ova-t
namořit	na-moř-i-t
kolaborovat	ko-labor-ova-t
kdekoli	kde-koli
aljašce	aljašc-e
vytopovávající	vy-top-ová-v-aj-íc-í
spálily	s-pál-i-l-y
slepánek	slep-án-ek
zajišťující	za-jišť-uj-íc-í
valva	valv-a
přesazovat	pře-saz-ova-t
zaklížit	za-klíž-i-t
komplex	komplex
podstupovat	pod-stup-ova-t
maloměšťácký	mal-o-měšť-áck-ý
uvědomíme	u-věd-om-í-me
lesklo	lesk-l-o
odpluje	od-plu-je
zchladit	z-chlad-i-t
argaláš	argaláš
vbelhat	v-belh-a-t
odmítl	od-mít-l
zavážet	za-váž-e-t
třetiny	tř-et-in-y
nalítávat	na-lít-á-v-a-t
turista	turista
odvykat	od-vyk-a-t
vizitovat	vizit-ova-t
velikým	vel-ik-ým
pretexty	pre-text-y
potravinami	po-trav-in-ami
pouhého	pouh-ého
víceznačné	více-znač-n-é
vyznít	vy-zn-í-t
jednotlivých	jedn-ot-liv-ých
němž	n-ěm-ž
houpnout	houp-nou-t
broadcasting	broad-cast-ing
zreformovat	z-re-form-ova-t
banda	band-a
pooddychnout	po-od-dych-nou-t
škodlivé	škod-l-iv-é
rozjasňovat	roz-jas-ň-ova-t
radiožurnál	radi-o-žurnál
strojvůdce	stroj-vůd-c-e
neříkejte	ne-řík-ej-te
bandita	bandit-a
lognormální	log-norm-ál-n-í
zdaleka	z-dal-ek-a
kategorizovat	kate-gor-iz-ova-t
piha	pih-a
pětimilionového	pět-i-mili-on-ov-ého
sírový	sír-ov-ý
rozdrcovat	roz-drc-ova-t
zpotit	z-pot-i-t
otevřel	ote-vř-e-l
prohnísti	pro-hnís-ti
stříbru	stříbr-u
lokýtek	lokýt-ek
bezprostředním	bez-pro-střed-n-ím
kost	kost
dvoutónový	dv-ou-tón-ov-ý
křižmová	křižm-ov-á
nedefinovatelné	ne-de-fin-ova-teln-é
trubkonosý	trub-k-o-nos-ý
věčné	věč-n-é
příživničit	pří-ži-v-nič-i-t
vydražovat	vy-draž-ova-t
směstnat	s-měst-n-a-t
bigbít	big-bít
objevuje	ob-jev-uj-e
zařazovaných	za-řaz-ova-n-ých
ožehávat	o-žeh-á-v-a-t
špáda	špád-a
shladit	s-hlad-i-t
metrologie	metro-log-i-e
labuť	labuť
vybíjet	vy-bíj-e-t
vydrápat	vy-dráp-a-t
silniční	sil-n-ič-n-í
demisi	demis-i
zbraněmi	z-bran-ěmi
věcmi	věc-mi
prompt	prompt
svých	sv-ých
dopadávat	do-pad-á-v-a-t
lalokoploutvý	lalok-o-ploutv-ý
tabulce	tabul-c-e
nasimulovat	na-simul-ova-t
holokrystalický	holo-krystal-ick-ý
kývl	kýv-l
nepřenosná	ne-pře-nos-n-á
pročísnout	pro-čís-nou-t
sestře	sestř-e
našlapovat	na-šlap-ova-t
driftovat	drift-ova-t
laptopům	lap-top-ům
kultura	kult-ur-a
klohnit	klohn-i-t
vyvyšovat	vy-vyš-ova-t
přehozený	pře-hoz-en-ý
záměrem	zá-měr-em
snažívat	snaž-í-v-a-t
přepojováním	pře-poj-ová-n-ím
vymačkávat	vy-mačk-á-v-a-t
vestavět	ve-stav-ě-t
zpříčit	z-příč-i-t
uřehtat	u-řeht-a-t
oštemplovat	o-štempl-ova-t
přípravný	pří-prav-n-ý
propuknout	pro-puk-nou-t
převrhávat	pře-vrh-á-v-a-t
kuchařka	kuch-ař-k-a
bižuterie	bižuteri-e
uhlíř	uhl-í-ř
aromaterapie	aroma-terapi-e
vytříděno	vy-tříd-ěn-o
přiměšovat	při-měš-ova-t
pokřídovat	po-kříd-ova-t
posouvnout	po-sou-v-nou-t
třeštit	třešt-i-t
diskometalový	disk-o-metal-ov-ý
zduševnit	z-duš-ev-n-i-t
diskrétní	dis-krét-n-í
seberegulace	seb-e-regul-ac-e
ukvapovat	u-kvap-ova-t
lvům	lv-ům
ročního	roč-n-ího
zchumlat	z-chuml-a-t
smaragdové	smaragd-ov-é
kvílit	kvíl-i-t
reprodukční	re-pro-duk-č-n-í
medvěda	medvěd-a
dneska	dnes-k-a
zlotřilec	z-lotř-i-l-ec
prostoru	pro-stor-u
schopnosti	s-chop-n-ost-i
našpendlit	na-špendl-i-t
okorat	o-kor-a-t
klidit	klid-i-t
humanismu	human-ism-u
vykramařit	vy-kram-ař-i-t
mistrovské	mistr-ov-sk-é
karla	karl-a
prodíral	pro-dír-a-l
vysedával	vy-sed-á-v-a-l
hlavičky	hlav-ičk-y
cvrnknout	cvrnk-nou-t
vloudil	v-loud-i-l
houby	houb-y
vůnička	vůn-ičk-a
nabourávat	na-bour-á-v-a-t
honili	hon-i-l-i
okořenit	o-kořen-i-t
pitomět	pit-om-ě-t
poprock	pop-rock
netýkalo	ne-týk-a-l-o
čtyřrychlostní	čtyř-rychl-ost-n-í
zbohatnout	z-boh-at-nou-t
základního	zá-klad-n-ího
zludračit	z-ludr-ač-i-t
vrabec	vrab-ec
podléháme	pod-léh-á-me
podbarvovat	pod-barv-ova-t
uklohnit	u-klohn-i-t
libý	lib-ý
vrtit	vrt-i-t
krasoslava	krasoslav-a
žebr	žebr
srážka	s-ráž-k-a
ověsit	o-věs-i-t
nítit	nít-i-t
zatřeskla	za-třesk-l-a
zarachtat	za-racht-a-t
kaktus	kaktus
potravin	po-trav-in
likvidace	likvid-ac-e
herma	herm-a
naletí	na-let-í
nalaďovat	na-laď-ova-t
odčerpávat	od-čerp-á-v-a-t
rozchroupat	roz-chroup-a-t
okouzlovat	o-kouzl-ova-t
ptaly	pt-a-l-y
nenašla	ne-na-š-l-a
nesmí	ne-sm-í
fakulta	fakult-a
zítřka	zítř-k-a
kníknout	kník-nou-t
zakrucovat	za-kruc-ova-t
obci	obc-i
pětilitr	pět-i-litr
milan	milan
futurologie	futur-o-log-i-e
přikrmit	při-krm-i-t
nacentrovat	na-centr-ova-t
památku	památ-k-u
zatrubňovat	za-trub-ň-ova-t
láká	lák-á
směru	s-měr-u
postahovat	po-s-tah-ova-t
kaktusů	kaktus-ů
sajtka	sajtk-a
zazpíval	za-z-pí-v-a-l
nařasovat	na-řas-ova-t
starkoče	starkoč-e
opava	opav-a
rovnice	rovn-ic-e
nelidské	ne-lid-sk-é
šampionát	šampionát
nachodit	na-chod-i-t
zlíbeznět	z-líb-ez-n-ě-t
ludrák	ludr-ák
asistentů	asist-ent-ů
smlouva	s-mlouv-a
vynahradit	vy-na-hrad-i-t
refinancovat	re-fin-anc-ova-t
postihují	po-stih-uj-í
snesenost	s-nes-en-ost
přiklepávat	při-klep-á-v-a-t
najezdit	na-jezd-i-t
hypa	hyp-a
mocný	moc-n-ý
zaplánovat	za-plán-ova-t
gandarovu	gandar-ov-u
žaltmanu	žaltman-u
oblíznout	ob-líz-nou-t
sousedního	sou-sed-n-ího
zformalizovat	z-form-al-iz-ova-t
ověšet	o-věš-e-t
neodešel	ne-ode-še-l
nepokoušejte	ne-po-kouš-ej-te
průvodce	prů-vod-c-e
mečem	meč-em
vyzimovat	vy-zim-ova-t
časoprostor	čas-o-pro-stor
spolumajitel	spolu-maj-i-tel
dělostřelba	děl-o-střel-b-a
strůj	strůj
cenného	cen-n-ého
málo	mál-o
maják	maják
podmíněném	pod-mín-ěn-ém
jihoitalský	jih-o-ital-sk-ý
obtáhnout	ob-táh-nou-t
vyfárat	vy-fár-a-t
nepřístojnost	ne-pří-stoj-n-ost
dopočíst	do-po-čís-t
propátrávat	pro-pátr-á-v-a-t
přicházívat	při-cház-í-v-a-t
falcovat	falc-ova-t
mléka	mlék-a
utíkat	u-tík-a-t
mukat	muk-a-t
vyštěpovat	vy-štěp-ova-t
neodkazuje	ne-od-kaz-uje
poukázat	po-u-káz-a-t
bodu	bod-u
pětiminutových	pět-i-minut-ov-ých
vašeho	vaš-eho
podporuje	pod-por-uje
krajánek	kraj-án-ek
kilobaud	kilo-baud
rozenou	roz-en-ou
vacha	vach-a
prdnout	prd-nou-t
podlézat	pod-léz-a-t
sovětského	sovět-sk-ého
vrány	vrán-y
magazínech	magazín-ech
laktoferrin	lakt-o-ferrin
školní	škol-n-í
oposlouchat	o-po-slouch-a-t
intelekt	intelekt
běží	běž-í
viděno	vid-ě-n-o
zabrebtat	za-brebt-a-t
báseň	báseň
rozptylují	roz-ptyl-uj-í
rozpřahat	roz-přah-a-t
vstrčit	v-strč-i-t
opilec	o-pi-l-ec
jihomalešický	jih-o-malešic-k-ý
detegovat	de-teg-ova-t
neposkytnul	ne-po-skyt-nu-l
zneviditelnit	z-ne-vid-i-tel-n-i-t
znehybnět	z-ne-hyb-n-ě-t
revír	revír
hotové	hotov-é
rosolovat	rosol-ova-t
odříkat	od-řík-a-t
zblafnout	z-blaf-nou-t
biodoplněk	bio-do-pln-ěk
tuky	tuk-y
odolnost	o-dol-n-ost
hory	hor-y
netopýři	netopýř-i
předělit	pře-děl-i-t
vykoupiti	vy-koup-i-ti
hrozný	hroz-n-ý
zalamovat	za-lam-ova-t
transfúze	trans-fúz-e
zrelaxovat	z-re-lax-ova-t
přičinit	při-čin-i-t
dohledné	do-hled-n-é
měrou	měr-ou
vzácnou	vzácn-ou
ztratily	z-trat-i-l-y
autocentry	auto-centr-y
mohla	moh-l-a
sbírek	s-bír-ek
usouvztažňovat	u-sou-vz-taž-ň-ova-t
jaktěživo	jak-tě-ži-v-o
ochládat	o-chlád-a-t
jakživy	jak-ži-v-y
pooddechnout	po-od-dech-nou-t
fant	fant
dálnici	dál-nic-i
skousnout	s-kous-nou-t
zastropit	za-strop-i-t
pachtit	pacht-i-t
ošetřovat	o-šetř-ova-t
významná	vý-znam-n-á
zklamanou	z-klam-a-n-ou
metabolizovat	meta-bol-iz-ova-t
bríza	bríz-a
letná	let-n-á
mezibankovní	mezi-bank-ovn-í
pomyslné	po-mysl-n-é
koumat	koum-a-t
cmrndat	cmrnd-a-t
sibiř	sibiř
rámus	rámus
postmoderna	post-modern-a
opovrženíhodný	o-po-vrž-en-í-hod-n-ý
neprospěch	ne-pro-spěch
manákův	manák-ův
halas	halas
daně	dan-ě
sexualizovat	sexu-al-iz-ova-t
patnáctistovka	pat-náct-i-st-ovk-a
sirku	sirk-u
výstaviště	vý-stav-išt-ě
mladé	mlad-é
štěrkopísek	štěrk-o-písek
stár	stár
pstruzi	pstruz-i
slavívat	slav-í-v-a-t
chytrá	chytr-á
zdrhat	z-drh-a-t
vyrušit	vy-ruš-i-t
znečisťování	z-ne-čisť-ová-n-í
nadávat	na-d-á-v-a-t
tříkomorového	tř-í-komor-ov-ého
divotvorce	div-o-tvor-c-e
hrnkovat	hrn-k-ova-t
odběratelem	od-běr-a-tel-em
lákat	lák-a-t
dokrvácet	do-krv-ác-e-t
stínit	stín-i-t
nejchytřejší	nej-chytř-ejš-í
siesta	siest-a
stavit	s-tav-i-t
odmítli	od-mít-l-i
stálobarevný	stál-o-barev-n-ý
volby	vol-b-y
pokračovati	po-krač-ova-ti
slide	slid-e
oklestit	o-klest-i-t
pestřit	pestř-i-t
budovu	budov-u
soudruhovat	sou-druh-ova-t
skladatel	s-klad-a-tel
představitelé	před-stav-i-tel-é
zalámat	za-lám-a-t
sníst	s-níst
ušlechtilosti	u-šlecht-i-l-ost-i
padnout	pad-nou-t
nadehnat	nade-hn-a-t
zaostat	za-o-sta-t
právnictví	práv-n-ic-tv-í
levopravost	lev-o-prav-ost
držení	drž-e-n-í
zářícíma	zář-íc-íma
biovajíčko	bio-vajíč-k-o
zálohy	zá-loh-y
pradlenu	pr-a-dl-en-u
abyste	aby-s-te
dochuravět	do-chur-av-ě-t
vypreparovat	vy-pre-par-ova-t
kouzlu	kouzl-u
nalopotit	na-lopot-i-t
schopnostech	s-chop-n-ost-ech
větrávat	větr-á-v-a-t
nabídneme	na-bíd-ne-me
milíčova	milíč-ov-a
spisovatelé	s-pis-ova-tel-é
porušitelný	po-ruš-i-teln-ý
ostínit	o-stín-i-t
proticírkevní	proti-církev-n-í
vbodnout	v-bod-nou-t
dostaneš	do-sta-ne-š
lotranda	lotrand-a
mucholapka	much-o-lap-k-a
zlatokop	zlat-o-kop
pětiprstový	pět-i-prst-ov-ý
soukromá	sou-krom-á
kohoutek	kohout-ek
platny	plat-n-y
nakřičet	na-křič-e-t
schrupnout	s-chrup-nou-t
novinář	nov-in-ář
zadoufat	za-douf-a-t
bezmoc	bez-moc
vkoulet	v-koul-e-t
spojů	s-poj-ů
zasportovat	za-s-port-ova-t
oslinit	o-slin-i-t
zaškubnout	za-škub-nou-t
horváth	horváth
zapalovat	za-pal-ova-t
koncepci	kon-cepc-i
oplechovat	o-plech-ova-t
odsedlat	od-sed-l-a-t
dvojznačné	dv-oj-znač-n-é
proudit	proud-i-t
líto	lít-o
reagovat	re-ag-ova-t
povznáší	po-vz-náš-í
vynadivit	vy-na-div-i-t
bzikat	bzik-a-t
vymrskat	vy-mrsk-a-t
zasyčela	za-syč-e-l-a
zhudebnit	z-hudeb-n-i-t
lemovat	lem-ova-t
kloubit	kloub-i-t
přelétávají	pře-lét-á-v-aj-í
těžkou	těž-k-ou
nalítnout	na-lít-nou-t
nabíhat	na-bíh-a-t
vztahovat	vz-tah-ova-t
vykoupit	vy-koup-i-t
faerský	faersk-ý
žíznivém	žízn-i-v-ém
spoludotvářet	spolu-do-tvář-e-t
šofére	šofér-e
nebrání	ne-brán-í
vět	vět
hnípat	hníp-a-t
snědl	s-něd-l
kulatět	kul-at-ě-t
vytrestat	vy-trest-a-t
transcendentním	tran-scend-ent-n-ím
lékárně	lék-ár-n-ě
klimatický	klim-atick-ý
organizací	organ-iz-ac-í
diletantism	dilet-ant-ism
odbruslit	od-brusl-i-t
tilečkův	til-eč-k-ův
zkompostovat	z-kom-post-ova-t
racionalizovat	rac-ion-al-iz-ova-t
obhospodařovat	ob-hospod-ař-ova-t
zrovnoměrnit	z-rovn-o-měr-n-i-t
trojče	trojč-e
činěné	čin-ěn-é
pošlapávat	po-šlap-á-v-a-t
rozzipovat	roz-zip-ova-t
zavěšení	za-věš-en-í
sněžkou	sněžk-ou
čem	č-em
mrkal	mrk-a-l
zrealističtět	z-real-ist-ič-t-ě-t
účelný	ú-čel-n-ý
autovrak	aut-o-vrak
zdravit	zdrav-i-t
vkolíbat	v-kolíb-a-t
zapilovat	za-pil-ova-t
europoslanec	euro-po-sl-a-n-ec
kvazizednářský	kvazi-zed-nář-sk-ý
poslyšte	po-slyš-te
čepec	čep-ec
ježíšmankote	ježíš-mankote
logické	log-ic-k-é
schránky	s-chrán-k-y
zaplápolat	za-plápol-a-t
obludě	o-blud-ě
nalapat	na-lap-a-t
černookou	čern-o-ok-ou
cedulka	cedul-k-a
colorado	colorad-o
štefan	štefan
učebního	uč-eb-n-ího
max	max
krasnodarský	krasn-o-dar-sk-ý
detektývem	de-tekt-ýv-em
ustřelit	u-střel-i-t
přepřahovat	pře-přah-ova-t
zatoužit	za-touž-i-t
končil	konč-i-l
učlenit	u-člen-i-t
karbonovat	karbon-ova-t
obrábívaně	ob-ráb-í-v-a-n-ě
detoxikovat	de-tox-ik-ova-t
našňupnout	na-šňup-nou-t
osahat	o-sah-a-t
tuctu	tuct-u
uculit	u-cul-i-t
psychika	psych-ik-a
propanbutan	propan-butan
meliorovat	melior-ova-t
hřebce	hřeb-c-e
hodnoceny	hod-n-oc-en-y
ist	ist
sbalovat	s-bal-ova-t
akrylomalba	akryl-o-mal-b-a
sbírávat	s-bír-á-v-a-t
články	člán-k-y
vědomí	věd-om-í
probudím	pro-bud-í-m
vzájemně	v-zá-jem-n-ě
předminulého	před-mi-nu-l-ého
bekat	bek-a-t
tebe	t-eb-e
fotbalu	fot-bal-u
hmyz	hmyz
sfoukávat	s-fouk-á-v-a-t
výlučnost	vý-luč-n-ost
zapříst	za-příst
valit	val-i-t
umýt	u-mý-t
odtučnit	od-tuč-n-i-t
zesprostnout	ze-s-prost-nou-t
zanikat	za-nik-a-t
festival	festival
odtikávat	od-tik-á-v-a-t
penetrovat	penetr-ova-t
zařadil	za-řad-i-l
veletržní	vele-trž-n-í
připravila	při-prav-i-l-a
rozcvakat	roz-cvak-a-t
nadrsno	nadrsn-o
scestovat	s-cest-ova-t
dehermetizovat	de-hermet-iz-ova-t
krásných	krás-n-ých
zakoušívat	za-kouš-í-v-a-t
špalda	špald-a
obrazu	ob-raz-u
skrblit	skrb-l-i-t
súčtovat	s-ú-čt-ova-t
courama	cour-ama
oříšek	oříš-ek
zaúpěla	za-úp-ě-l-a
odpusťte	od-pusť-te
přesázet	pře-sáz-e-t
uměle	um-ě-l-e
rozumovat	roz-um-ova-t
minci	minc-i
štíhel	štíhel
suchou	such-ou
navětrat	na-větr-a-t
zevšednět	ze-vše-dn-ě-t
šmejkal	šmejkal
sedmiměsíčního	sedm-i-měsíč-n-ího
předala	pře-d-a-l-a
rudozlatý	rud-o-zlat-ý
novele	novel-e
rudozelený	rud-o-zelen-ý
zveselit	z-vesel-i-t
svěřil	s-věř-i-l
úderu	ú-der-u
turisty	tur-ist-y
chytala	chyt-a-l-a
blázen	blázen
mítink	mít-ink
probublávat	pro-bubl-á-v-a-t
naleznout	na-lez-nou-t
organismu	organ-ism-u
zomítat	z-o-mít-a-t
pracuje	prac-uje
zešílet	ze-šíl-e-t
bochníku	bochník-u
sedmdesátiletý	sedm-desát-i-let-ý
zpropadat	z-pro-pad-a-t
vkročil	v-kroč-i-l
vyčurávat	vy-čur-á-v-a-t
karlových	karl-ov-ých
zkomírat	z-ko-mír-a-t
termínovat	termín-ova-t
zdigitalizovat	z-digit-al-iz-ova-t
sklepě	sklep-ě
zachybovat	za-chyb-ova-t
filozofově	fil-o-zof-ov-ě
cizorodý	ciz-o-rod-ý
zlupenatět	z-lup-en-at-ě-t
rozpít	roz-pí-t
zasršela	za-srš-e-l-a
vylít	vy-lí-t
očesávat	o-čes-á-v-a-t
trnutí	tr-nu-t-í
vymlít	vy-ml-í-t
muslim	muslim
zavrhnout	za-vrh-nou-t
depeše	de-peš-e
sesedat	se-sed-a-t
nažertovat	na-žert-ova-t
jedináčci	jedin-áčc-i
chřest	chřest
svazovaly	s-vaz-ova-l-y
přecejchovat	pře-cejch-ova-t
vodníci	vod-n-íc-i
šišla	šišl-a
dema	dem-a
biologizovat	bio-log-iz-ova-t
běžela	běž-e-l-a
kamarádem	kamarád-em
admirál	admirál
přerovnávat	pře-rov-n-á-v-a-t
hořký	hořk-ý
reč	reč
struny	strun-y
zakontextovat	za-kon-text-ova-t
dobrozdání	dobr-o-zd-á-n-í
starost	star-ost
sušený	suš-en-ý
zaštípnout	za-štíp-nou-t
naznak	na-znak
ultrafialový	ultra-fial-ov-ý
stratifikovat	strati-fik-ova-t
aretovat	aret-ova-t
kandidátem	kandid-át-em
babičku	bab-ičk-u
těma	t-ěma
centimetrů	centi-metr-ů
jasnějšího	jas-n-ějš-ího
zakalkulovat	za-kalk-ul-ova-t
uspokojilo	u-s-po-koj-i-l-o
přejíst	pře-jís-t
borůvka	bor-ův-k-a
zplnomocnit	z-pln-o-moc-n-i-t
jejíž	jej-í-ž
navrhovaný	na-vrh-ova-n-ý
medu	med-u
dopáleně	do-pál-en-ě
vyšlapat	vy-šlap-a-t
oboustranný	ob-ou-stran-n-ý
proježíšekrista	pro-ježíš-e-krist-a
současných	sou-čas-n-ých
vymanit	vy-man-i-t
šebrle	šebrle
kroužek	krouž-ek
kartáč	kartáč
žlutonohý	žlut-o-noh-ý
slinta	slint-a
pufrovat	pufr-ova-t
přímými	přím-ými
základy	zá-klad-y
síle	síl-e
vyflákat	vy-flák-a-t
schopností	s-chop-n-ost-í
svítiplynově	svít-i-plyn-ov-ě
dovážená	do-váž-e-n-á
dotvářet	do-tvář-e-t
praštíme	prašt-í-me
nepociťuješ	ne-po-ciť-uje-š
zavětrovat	za-větr-ova-t
vyklouzla	vy-klouz-l-a
postit	post-i-t
výuka	vý-uk-a
děs	děs
zděšeni	z-děš-en-i
plánovat	plán-ova-t
funkcemi	funkc-emi
přehlušovat	pře-hluš-ova-t
zdrobnit	z-drob-n-i-t
racionalism	racion-al-ism
agentury	agent-ur-y
leknutím	lek-nu-t-í-m
protlachat	pro-tlach-a-t
nasvětlit	na-svět-l-i-t
oklasifikovat	o-klasi-fik-ova-t
ocitnout	o-cit-nou-t
přesahuje	pře-sah-uje
teze	tez-e
rozradovat	roz-rad-ova-t
hledajíc	hled-aj-íc
předsváteční	před-svát-eč-n-í
začervenala	za-červen-a-l-a
zbančit	z-banč-i-t
rozpracovány	roz-prac-ová-n-y
zabalenou	za-bal-en-ou
protetovat	pro-tet-ova-t
floém	floém
běžný	běž-n-ý
javelin	javelin
ekopodnikatel	eko-pod-nik-a-tel
zjančit	z-jan-č-i-t
mistrovat	mistr-ova-t
obývacího	o-bý-v-a-c-ího
reexportu	re-ex-port-u
rozčepýřit	roz-čepýř-i-t
nepočítám	ne-po-čít-á-m
hmatat	hmat-a-t
přehlédávat	pře-hléd-á-v-a-t
přerovnat	pře-rov-n-a-t
odkázán	od-káz-á-n
vnouček	vnouč-ek
označovaný	o-znač-ova-n-ý
položkou	po-lož-k-ou
člun	člun
přiznávat	při-zn-á-v-a-t
teoretickou	teor-et-ic-k-ou
čtvrtletně	čtvrt-let-n-ě
prohlídnout	pro-hlíd-nou-t
jásat	jás-a-t
pomeranč	pomeranč
desetibodový	deset-i-bod-ov-ý
zdůrazňují	z-dů-raz-ň-uj-í
čisté	čist-é
zarmucovat	za-rmuc-ova-t
letáček	let-áč-ek
poskládávat	po-s-klád-á-v-a-t
tonizovat	ton-iz-ova-t
pochybujete	po-chyb-uje-te
generála	gener-ál-a
potvrzení	po-tvrz-en-í
fouká	fouk-á
fazónovat	fazón-ova-t
horečném	hor-eč-n-ém
roztřídit	roz-tříd-i-t
čuchu	čuch-u
uprdnout	u-prd-nou-t
zduřovat	z-duř-ova-t
rozříznout	roz-říz-nou-t
londýn	londýn
zabuchnutě	za-buch-nu-t-ě
vymaňuje	vy-maň-uje
neštípl	ne-štíp-l
klerofašistický	klero-faš-ist-ick-ý
skléra	sklér-a
plýtvat	plýtv-a-t
milovati	mil-ova-ti
lnout	ln-ou-t
biopotravina	bio-po-trav-in-a
podnos	pod-nos
greenwaldem	green-wald-em
zostřit	z-ostř-i-t
hlídače	hlíd-a-č-e
odmlčela	od-mlč-e-l-a
rozestoupily	roze-stoup-i-l-y
cemr	cemr
nepřítomnosti	ne-pří-t-om-n-ost-i
přicmrdovat	přicmrd-ova-t
služkou	služ-k-ou
startovat	start-ova-t
dosáhnout	do-sáh-nou-t
strmý	strm-ý
doptávat	do-pt-á-v-a-t
zafňukat	za-fňuk-a-t
formulace	form-ul-ac-e
zaškodit	za-škod-i-t
oslepovat	o-slep-ova-t
roztínat	roz-tín-a-t
vyklidit	vy-klid-i-t
nepřátelům	ne-přá-tel-ům
protest	pro-test
letiště	let-išt-ě
foxpro	fox-pro
nemohla	ne-moh-l-a
hledíme	hled-í-me
zmatovat	z-mat-ova-t
batoh	batoh
superbike	super-bik-e
kunštát	kunštát
čadit	čad-i-t
ohořelému	o-hoř-e-l-ému
zastoupena	za-stoup-en-a
polstrovat	polstr-ova-t
pnít	pn-í-t
neodmluvně	ne-od-mluv-n-ě
papoušek	papouš-ek
šikanování	šikan-ová-n-í
popíjet	po-píj-e-t
blanšírovat	blanš-ír-ova-t
vemnout	ve-mn-ou-t
zdaňovali	z-daň-ova-l-i
světovém	svět-ov-ém
gramáž	gram-áž
zbíhat	z-bíh-a-t
malér	malér
odporoučet	od-po-rouč-e-t
jazyce	jazyc-e
vtroušeninovost	v-trouš-en-in-ov-ost
kolíbat	kolíb-a-t
redakci	redakc-i
filmový	film-ov-ý
měnový	měn-ov-ý
pradlena	pr-a-dl-en-a
jejdanečku	jejdanečku
kuchtit	kuch-t-i-t
chen	chen
blokovány	blok-ová-n-y
českých	čes-k-ých
položka	po-lož-k-a
neuspokojivé	ne-u-s-po-koj-i-v-é
domobrana	dom-o-bran-a
nádherně	nádher-n-ě
vyfoukat	vy-fouk-a-t
vmýšlet	v-mýšl-e-t
rokem	rok-em
politika	polit-ik-a
koprnět	koprn-ě-t
desítek	desít-ek
dokormidlovat	do-korm-i-dl-ova-t
vzhlídnout	vz-hlíd-nou-t
namáhávat	na-máh-á-v-a-t
paketovat	pak-et-ova-t
úkon	ú-kon
branca	branca
tinkturu	tinkt-ur-u
uvažuje	u-važ-uj-e
běláskové	běl-ás-k-ové
sůl	sůl
prstoklad	prst-o-klad
kvakvá	kva-kvá
útoku	útok-u
přinatrefit	při-na-tref-i-t
měsíce	měsíc-e
zaměstnavatel	za-měst-n-a-v-a-tel
licencovat	licenc-ova-t
nocleh	noc-leh
slejvávání	s-lej-v-á-v-á-n-í
zajistit	za-jist-i-t
lajdáky	lajd-ák-y
odpadů	od-pad-ů
vyříznutelný	vy-říz-nu-teln-ý
kůzlátek	kůzl-át-ek
jmenovali	jmen-ova-l-i
vymaňovat	vy-maň-ova-t
sbalené	s-bal-en-é
orýt	o-rý-t
koller	koller
rozhrnuty	roz-hr-nu-t-y
nesvěřovala	ne-s-věř-ova-l-a
odrodilců	od-rod-i-l-c-ů
postříbřit	po-stříbř-i-t
jev	jev
výbor	vý-bor
vykytovat	vy-kyt-ova-t
konkrétního	konkrét-n-ího
opsat	o-ps-a-t
schůzkami	s-chůz-k-ami
manuálně	manu-ál-n-ě
čehy	čehy
velkozrnný	vel-k-o-zrn-n-ý
morčecí	morč-ec-í
vynasnažit	vy-na-snaž-i-t
čmert	čmert
pokání	po-ká-n-í
ort	ort
vyklovnout	vy-klov-nou-t
intervenovat	inter-ven-ova-t
kosmetiku	kosm-et-ik-u
vltavě	vltav-ě
potrápit	po-tráp-i-t
vykorespondovat	vy-ko-re-spond-ova-t
přesily	pře-sil-y
prodavaček	pro-d-a-v-ač-ek
pozdě	pozd-ě
bále	bál-e
zbrojnoš	zbroj-noš
vyjasnili	vy-jas-n-i-l-i
bohatá	boh-at-á
chromý	chrom-ý
