parent	grandparent	derivation
atribut#NNI??-----A---?	tribunál#NNI??-----A---?	tribut#NNI??-----A---?
kápo#NNM??-----A---?	triceps#NNI??-----A---?	biceps#NNI??-----A---?
katastr#NNI??-----A---?	triedr#NNI??-----A---?	katedra#NNF??-----A---?
thema#NNN??-----A---?	tripartita#NNF??-----A---?	partaj#NNF??-----A---?
nylon#NNI??-----A---?	trnož#NNF??-----A---?	noha#NNF??-----A---?
pyžamo#NNN??-----A---?	trocha#NNF??-----A----	drobit#V????--??-??I??
trn#NNI??-----A---?	trpět#V????--??-??I??	trnout#V????--??-??I??
drndat#V????--??-??I??	trpět#V????--??-??I??	trkat#V????--??-??I??
torpedo#NNN??-----A---?	trpět#V????--??-??I??	torpédo#NNN??-----A---?
trast#NNI??-----A---?	trup#NNI??-----A---?	trouchnivý#AA???----??---?
trup#NNI??-----A---?	trylek#NNI??-----A---?	prskat#V????--??-??I??
prznit#V????--??-??I??	trylek#NNI??-----A---?	prýskat#V????--??-??I??
trpět#V????--??-??I??	trylek#NNI??-----A---?	třískat#V????--??-??I??
trailer#NNI??-----A---?	trénovat#V????--??-??I??	trajler#NNI??-----A---?
trasa#NNF??-----A---?	trénovat#V????--??-??I??	traktor#NNI??-----A---?
potutelný#AA???----??---?	tuchnout#V????--??-??I??	poťouchlý#AA???----??---?
tyl#NNI??-----A---?	tuk#NNI??-----A---?	týl#NNI??-----A---?
tuk#NNI??-----A---?	tumor#NNI??-----A---?	týt#V???---??-??I??
tuberkulosa#NNF??-----A---?	tumor#NNI??-----A---?	tuberkulóza#NNF??-----A---?
trable#NNFP?-----A---?	turbulence#NNF??-----A---?	turbína#NNF??-----A---?
retuš#NNF??-----A---?	tuš#NNF??-----A---?	retušovat#V????--??-??I??
trylek#NNI??-----A---?	tuš#NNF??-----A---?	tečovat#V????--??-??I??
pitvořit#V????--??-??I??	tvář#NNF??-----A---?	tvor#NNM??-----A---?
tripartita#NNF??-----A---?	tápat#V????--??-??I??	ťapat#V????--??-??I??
tuš#NNF??-----A---?	stát#V???---??-??I??	stáj#NNF??-----A---?
tápat#V????--??-??I??	těhotný#A????----??---?	tíže#NNF??-----A---?
tát#V???---??-??I??	těhotný#A????----??---?	březí#AA???----1?---?
gravidní#AA???----??---?	těhotný#A????----??---?	gravidita#NNF??-----A---?
těhotný#A????----??---?	těkat#V????--??-??I??	utíkat#V????--??-??I??
těkat#V????--??-??I??	těleso#NNN??-----A---?	koleso#NNN??-----A---?
slyšet#V????--??-??I??	těleso#NNN??-----A---?	sloveso#NNN??-----A---?
tělo#NNN??-----A---?	těsto#NNN??-----A---?	tát#V???---??-??I??
tiskat#V????--??-??I??	těsto#NNN??-----A---?	tisknout#V????--??-??I??
těsto#NNN??-----A---?	třeštit#V????--??-??I??	praštit#V????--??-??P??
odkud#Db------------?	třtina#NNF??-----A---?	potud#Db-------------
křižmo#Db-------------	třtina#NNF??-----A---?	křtít#V????--??-??I??
torzo#NNN??-----A---?	třtina#NNF??-----A---?	trs#NNI??-----A---?
konsternovat#V????--??-??B??	třída#NNF??-----A---?	stratifikace#NNF??-----A---?
vnad#NNIP?-----A----	udice#NNF??-----A---?	vnada#NNF??-----A---?
teta#NNF??-----A---?	udice#NNF??-----A---?	úd#NNI??-----A---?
ultramarin#NNI??-----A---?	ultra#AAXXX----1A----	ultramarín#NNI??-----A---?
umolousat#V????--??-??P??	umouněný#AA???----??---?	umolousaný#AA???----??---?
unie#NNF??-----A---?	unikum#NNN??-----A---?	unikát#NNI??-----A---?
vampír#NNM??-----A---?	upír#NNM??-----A---?	vampýr#NNM??-----A---?
obrok#NNI??-----A---?	určit#V????--??-??P??	úrok#NNI??-----A---?
utilitarizmus#NNI??-----A---?	úzus#NNI??-----A---?	utilitarismus#NNI??-----A---?
utrakvizmus#NNI??-----A---?	neutrální#AA???----??---?	utrakvista#NNM??-----A---?
vanila#NNF??-----A---?	vagina#NNF??-----A---?	vanilka#NNF??-----A---?
třeštit#V????--??-??I??	vagon#NNI??-----A---?	vézt#V????--??-??I??
vagon#NNI??-----A---?	valcha#NNF??-----A---?	valit#V????--??-??I??
invalidní#AA???----??---?	vale#Db-------------	valence#NNF??-----A---?
skomírat#V????--??-??I??	vale#Db-------------	valuta#NNF??-----A---?
vale#Db-------------	valorizovat#V????--??-??I??	validita#NNF??-----A---?
valcha#NNF??-----A---?	valoun#NNI??-----A---?	oblý#AA???----??---?
šantročit#V????--??-??I??	vantroky#NNFP?-----A---?	zašantročit#V????--??-??P??
variovat#V????--??-??I??	varieté#NNN??-----A---?	variabilní#AA???----??---?
veterinární#AA???----1?---?	vehementní#AA???----??---?	veterinář#NNM??-----A---?
konvexní#AA???----??---?	vehementní#AA???----??---?	vehikl#NNI??-----A---?
dromedár#NNM??-----A---?	velociped#NNI??-----A---?	velodrom#NNI??-----A---?
pěší#AA???----1?---?	velociped#NNI??-----A---?	pedál#NNI??-----A---?
svačit#V????--??-??I??	ventil#NNI??-----A---?	vítr#NNI??-----A---?
valor#NNI??-----A---?	verpánek#NNI??-----A---?	banka#NNF??-----A---?
cuknout#V????--??-??P??	verpánek#NNI??-----A---?	vercajk#NNI??-----A---?
valoun#NNI??-----A---?	verpánek#NNI??-----A---?	energie#NNF??-----A---?
adverbium#NNN??-----A---?	verva#NNF??-----A---?	verbální#AA???----??---?
reverz#NNI??-----A---?	verzatilka#NNF??-----A---?	verze#NNF??-----A---?
stožár#NNI??-----A---?	veřejný#AA???----??---?	stěžejní#AA???----??---?
peřej#NNF??-----A---?	veřejný#AA???----??---?	veřej#NNF??-----A---?
verpán#NNI??-----A---?	vid#NNI??-----A---?	aspekt#NNI??-----A---?
loktuše#NNF??-----A---?	vikslajvant#NNI??-----A---?	lajntuch#NNI??-----A---?
sakumprásk#Db-------------	vikslajvant#NNI??-----A---?	váček#NNI??-----A---?
hradit#V????--??-??I??	vinohrad#NNI??-----A---?	zahrada#NNF??-----A---?
virtuoz#NNM??-----A---?	virtuální#AA???----??---?	virtuos#NNM??-----A---?
evidovat#V????--??-??I??	vizita#NNF??-----A---?	vize#NNF??-----A---?
charta#NNF??-----A---?	vizitka#NNF??-----A---?	karta#NNF??-----A---?
vizita#NNF??-----A---?	vizáž#NNF??-----A---?	vize#NNF??-----A---?
vlast#NNF??-----A---?	vládnout#V????--??-??I??	oblast#NNF??-----A---?
tenata#NNNP?-----A---?	vous#NNI??-----A---?	housenka#NNF??-----A---?
buřt#NNI??-----A---?	vrhnout#V????--??-??P??	vrátit#V????--??-??P??
roubit#V????--??-??I??	vrnět#V????--??-??I??	vrub#NNI??-----A---?
kříšť#NNI??-----A---?	vrnět#V????--??-??I??	vrčet#V????--??-??I??
vous#NNI??-----A---?	vrzat#V????--??-??I??	povříslo#NNN??-----A---?
kavka#NNF??-----A---?	vrána#NNF??-----A---?	havran#NNM??-----A---?
police#NNF??-----A---?	vrávorat#V????--??-??I??	blábolit#V????--??-??I??
velký#AA???----??---?	vulgární#AA???----??---?	veliký#AA???----1?---?
hroužit#V????--??-??I??	vyhřeznout#V????--??-??P??	pohroužit#V????--??-??P??
příst#V????--??-??I??	výňatek#NNI??-----A---?	sňatek#NNI??-----A---?
vidět#V????--??-??I??	vzdor#NNI??-----A---?	udeřit#V????--??-??P??
vzdor#NNI??-----A---?	vzácný#AA???----??---?	výborný#AA???----??---?
extravagance#NNF??-----A---?	vágní#AA???----??---?	vagabund#NNM??-----A---?
rumba#NNF??-----A---?	vést#V????--??-??I??	nevěsta#NNF??-----A---?
vzácný#AA???----??---?	veslo#NNN??-----A---?	vézt#V????--??-??I??
víno#NNN??-----A---?	vítat#V????--??-??I??	vina#NNF??-----A---?
sýc#NNM??-----A---?	výskat#V????--??-??I??	výr#NNM??-----A---?
vést#V????--??-??I??	všetečný#AA???----??---?	netečný#AA???----??---?
salám#NNI??-----A---?	volný#N??????????????	volit#V????--??-??I??
mina#NNF??-----A---?	whisky#NNF??-----A----	vodka#NNF??-----A---?
střádat#V????--??-??I??	zajíc#NNM??-----A---?	měsíc#NNI??-----A---?
ráj#NNI??-----A---?	zdroj#NNI??-----A---?	roj#NNI??-----A---?
zevlovat#V????--??-??I??	zet#NNNXX-----A----	zevloun#NNM??-----A---?
jevit#V????--??-??I??	zet#NNNXX-----A----	rozjívený#AA???----??---?
konjugovat#V????--??-??I??	zeugma#NNN??-----A---?	jho#NNN??-----A----
oko#NNF??-----A----	znamení#NNN??-----A---?	znak#NNI??-----A---?
všetečný#AA???----??---?	zuřit#V????--??-??I??	ostatní#AA???----1?---?
věstit#V????--??-??I??	zvěstovat#V????--??-??B??	věstník#NNI??-----A---?
svědek#NNM??-----A---?	zvěstovat#V????--??-??B??	pověst#NNF??-----A---?
reflex#NNI??-----A---?	zásoba#NNF??-----A---?	osoba#NNF??-----A---?
udice#NNF??-----A---?	ústa#NNNP?-----A---?	uzda#NNF??-----A---?
čelo#NNN??-----A---?	ústa#NNNP?-----A---?	čelist#NNF??-----A---?
ostrakizovat#V????--??-??B??	ústřice#NNF??-----A---?	ostrakismus#NNI??-----A---?
super#AAXXX----1A----	čapka#NNF??-----A---?	kapuce#NNF??-----A---?
kapota#NNF??-----A---?	čapka#NNF??-----A---?	kápě#NNF??-----A---?
čepec#NNI??-----A---?	čapka#NNF??-----A---?	čepice#NNF??-----A---?
zuřit#V????--??-??I??	čapnout#V????--??-??P??	chápat#V????--??-??I??
čmára#NNF??-----A---?	čarovat#V????--??-??I??	čára#NNF??-----A---?
ústa#NNNP?-----A---?	čeleď#NNF??-----A---?	čelo#NNN??-----A---?
hloub#NNFS?-----A----	čirý#AA???----1?---?	široký#AA???----??---?
čeleď#NNF??-----A---?	člověk#NNM??-----?---?	Čech#NNM??-----A---?
kádr#NNI??-----A---?	čtverylka#NNF??-----A---?	kvadrát#NNI??-----A---?
čahoun#NNM??-----A---?	číhat#V????--??-??I??	čouhat#V????--??-??I??
cákat#V????--??-??I??	čůza#NNF??-----A---?	cachtat#V????--??-??I??
rapsodie#NNF??-----A---?	čůza#NNF??-----A---?	parabola#NNF??-----A---?
rámus#NNI??-----A---?	řachnout#V????--??-??P??	rachotit#V????--??-??I??
žuchat#V????--??-??I??	řachnout#V????--??-??P??	žuchnout#V????--??-??P??
regulerní#AA???----??---?	řehole#NNF??-----A---?	regulérní#AA???----??---?
hřích#NNI??-----A---?	řešit#V????--??-??I??	rozhřešení#NNN??-----?---?
čapat#V????--??-??I??	řinčet#V????--??-??I??	břinkat#V????--??-??I??
ryk#NNI??-----A---?	řinčet#V????--??-??I??	řičet#V????--??-??I??
rousat#V????--??-??I??	řídký#AA???----??---?	rychlý#AA???----??---?
bořit#V????--??-??I??	řídký#AA???----??---?	obořit#V????--??-??P??
vrnět#V????--??-??I??	říza#NNF??-----A---?	rubáš#NNI??-----A---?
šál#NNI??-----A---?	šalovat#V????--??-??I??	šálek#NNI??-----A---?
sejf#NNI??-----A---?	šalvěj#NNF??-----A---?	salva#NNF??-----A---?
camp#NNI??-----A---?	šampion#NNM??-----A---?	kampaň#NNF??-----A---?
kancionál#NNI??-----A---?	šantán#NNI??-----A---?	šanson#NNI??-----A---?
triceps#NNI??-----A---?	šapitó#NNNXX-----A----	kapitula#NNF??-----A---?
signum#NNN??-----A---?	šarlat#NNI??-----A---?	signál#NNI??-----A---?
šantán#NNI??-----A---?	šarm#NNI??-----A---?	šanson#NNI??-----A---?
karoserie#NNF??-----A---?	šarže#NNF??-----A---?	kargo#NNN??-----A---?
kastelán#NNM??-----A---?	šatlava#NNF??-----A---?	kostel#NNI??-----A---?
pochva#NNF??-----A---?	šibal#NNM??-----A---?	ošívat#V????--??-??I??
kolmý#AA???----??---?	šikmý#AA???----??---?	kolmo#Dg-------??---?
šereda#NNM??-----A---?	škaredý#AA???----??---?	šeredný#AA???----??---?
skřehotat#V????--??-??I??	škorpit#V????--??-??I??	skřípat#V????--??-??I??
skrblit#V????--??-??I??	škrob#NNI??-----A---?	skrblík#NNM??-----A---?
škrob#NNI??-----A---?	škrtat#V????--??-??I??	škrábat#V????--??-??I??
říza#NNF??-----A---?	škvor#NNM??-----A---?	brouk#NNM??-----A---?
skřivan#NNM??-----A---?	škvor#NNM??-----A---?	skřivánek#NNM??-----A---?
střevíc#NNI??-----A---?	škára#NNF??-----A---?	škorně#NNF??-----A---?
okluze#NNF??-----A---?	šlajsna#NNF??-----A---?	exkluzivní#AA???----??---?
makat#V????--??-??I??	šmatat#V????--??-??I??	chmatat#V????--??-??I??
host#NNM??-----A---?	špitál#NNI??-----A---?	hospitalizovat#V????--??-??B??
punkt#NNI??-----A---?	špunt#NNI??-----A---?	punkce#NNF??-----A---?
člověk#NNM??-----?---?	šroub#NNI??-----A---?	matice#NNF??-----A---?
etapa#NNF??-----A---?	štafle#NNF??-----A---?	štafl#NNI??-----A---?
mukat#V????--??-??I??	štkát#V???---??-??I??	štěkat#V????--??-??I??
štok#NNI??-----A---?	štokrle#NNF??-----A---?	štoček#NNI??-----A---?
intrika#NNF??-----A---?	štrikovat#V????--??-??I??	triko#NNN??-----A---?
třídit#V????--??-??I??	štrádovat#V????--??-??I??	estráda#NNF??-----A---?
přízeň#NNF??-----A---?	štířit#V????--??-??I??	cenit#V????--??-??I??
řinčet#V????--??-??I??	štěstí#NNN??-----A---?	zboží#NNN??-----A---?
střetat#V????--??-??I??	štěstí#NNN??-----A---?	střetnout#V????--??-??P??
šišlat#V????--??-??I??	šum#NNI??-----A---?	šuškat#V????--??-??I??
štěstí#NNN??-----A---?	pršet#V????--??-??I??	prskat#V????--??-??I??
shot#NNI??-----A---?	šus#NNM??-----A---?	šos#NNI??-----A---?
junda#NNF??-----A---?	švanda#NNF??-----A---?	sranda#NNF??-----A---?
svěží#AA???----??---?	švihat#V????--??-??I??	svižný#AA???----??---?
plomba#NNF??-----A---?	švitořit#V????--??-??I??	plonk#AAXXX----1A----
ševelit#V????--??-??I??	švitořit#V????--??-??I??	šveholit#V????--??-??I??
šapitó#NNNXX-----A----	šéf#NNM??-----A---?	kápo#NNM??-----A---?
vrzat#V????--??-??I??	šíje#NNF??-----A---?	vázat#V????--??-??I??
štěpit#V????--??-??I??	šíp#NNI??-----A---?	štěp#NNI??-----A---?
kopat#V????--??-??I??	šíp#NNI??-----A---?	štípat#V????--??-??I??
šnůra#NNF??-----A---?	šňůra#NNF??-----A---?	šněrovat#V????--??-??I??
štuk#NNI??-----A---?	šťourat#V????--??-??I??	šťouchat#V????--??-??I??
mišuňk#NNI??-----A---?	ťukat#V????--??-??I??	tikat#V????--??-??I??
děs#NNI??-----A---?	žasnout#V????--??-??I??	děsit#V????--??-??I??
žmolit#V????--??-??I??	ždímat#V????--??-??I??	žmoulat#V????--??-??I??
šarlat#NNI??-----A---?	žehlit#V????--??-??I??	signál#NNI??-----A---?
horlit#V????--??-??I??	žehrat#V????--??-??I??	žárlit#V????--??-??I??
hrot#NNI??-----A---?	žertva#NNF??-----A---?	hrana#NNF??-----A---?
trans#NNI??-----A---?	žeton#NNI??-----A---?	ejakulace#NNF??-----A---?
raketa#NNF??-----A---?	žeton#NNI??-----A---?	objekt#NNI??-----A---?
odér#NNI??-----A---?	žiletka#NNF??-----A---?	lux#NNI??-----A---?
žonglovat#V????--??-??I??	žolík#NNI??-----A---?	žonglér#NNM??-----A---?
šumět#V????--??-??I??	župa#NNF??-----A---?	pán#NNM??-----?---?
pesticid#NNI??-----A---?	žánr#NNI??-----A---?	gen#NNI??-----A---?
žehrat#V????--??-??I??	žár#NNI??-----A---?	žárlit#V????--??-??I??
